GPE 3d  N=64^3  L=32  dx=0.500  d=6  a=1  dt=0.02;  xi = 1, c = 1, Gamma = 2pi;  imaginary-time relax 1.0;  setup 2s
E_total 946.73606 = E_ki 578.72024 + E_kc 14.79088 + E_q 114.30217 + E_int 242.75339  (decomposition residual 4.0e-03)
   t     E_tot rel err    E_ki       E_kc       E_q        E_int     seam gap   slices cut by all 4   L1 line length
 24.0   -1.19e-06       610.92884    20.63656    118.72876    197.03762      2.36        0.828                168.0   (71s)
 24.3   -1.17e-06       610.11238    19.86566    118.03082    198.38988      2.42        0.828                168.0   (72s)
 24.5   -1.15e-06       609.24635    19.20042    117.68260    199.63506      2.49        0.828                168.0   (73s)
 24.8   -1.12e-06       608.38625    18.37233    117.17704    200.94514      2.56        0.828                168.0   (73s)
 25.0   -1.10e-06       607.46980    17.82108    116.56196    202.08087      2.63        0.828                172.0   (74s)
 25.3   -1.10e-06       606.48958    17.30183    116.13454    203.20536      2.69        0.828                172.0   (75s)
 25.5   -1.10e-06       605.60390    16.97531    116.32904    204.14586      2.60        0.828                172.0   (76s)
 25.8   -1.09e-06       604.56607    16.74570    116.61826    205.07211      2.52        0.828                172.0   (76s)
 26.0   -1.09e-06       603.70684    16.62984    116.82875    205.85220      2.44        0.828                176.0   (77s)
 26.3   -1.10e-06       602.94059    16.98564    116.31191    206.63116      0.07        0.859                180.0   (78s)
 26.5   -1.10e-06       601.98420    17.39573    115.20982    207.31266      0.03        0.859                176.0   (78s)
 26.8   -1.11e-06       601.57558    17.64717    114.49055    208.04068      0.03        0.859                176.0   (79s)
 27.0   -1.11e-06       600.98282    18.03183    114.07842    208.72652      0.00        0.859                172.0   (80s)
 27.3   -1.11e-06       600.38349    18.16833    114.78609    209.50677      0.08        0.859                172.0   (81s)
 27.5   -1.10e-06       599.63582    18.64412    116.09785    210.27480      0.24        0.859                172.0   (81s)
 27.8   -1.08e-06       598.45011    19.17392    116.08788    211.15362      0.29        0.859                168.0   (82s)
 28.0   -1.06e-06       597.85674    19.34472    116.83914    211.97947      0.41        0.859                176.0   (83s)
 28.3   -1.04e-06       597.30526    19.82814    118.46865    212.84593      0.64        0.859                176.0   (83s)
 28.5   -1.04e-06       596.26825    20.28675    118.44931    213.59257      0.62        0.859                172.0   (84s)
 28.8   -1.05e-06       595.17299    20.62334    118.45010    214.33947      0.60        0.859                172.0   (85s)
 29.0   -1.06e-06       594.06949    21.04565    118.62302    214.98066      0.64        0.859                176.0   (86s)
 29.3   -1.07e-06       593.01204    21.80700    117.74993    215.63406      0.53        0.859                164.0   (86s)
 29.5   -1.08e-06       592.72726    21.85278    116.45414    216.20820      0.25        0.859                164.0   (87s)
 29.8   -1.08e-06       591.95221    21.97620    115.44137    216.80636      0.03        0.859                164.0   (88s)
 30.0   -1.07e-06       591.27781    22.28110    115.11863    217.33188      2.16        0.828                168.0   (88s)
 30.3   -1.04e-06       590.92151    22.49798    114.59828    217.84079      2.12        0.828                164.0   (89s)
 30.5   -1.02e-06       590.70572    22.37563    114.12331    218.20599      2.10        0.828                164.0   (90s)
 30.8   -1.01e-06       590.76958    22.61686    114.50450    218.43510      2.09        0.828                160.0   (91s)
 31.0   -1.01e-06       589.77380    23.53266    114.35661    218.46713      2.04        0.828                160.0   (91s)
 31.3   -1.02e-06       589.38961    24.62010    113.55849    218.31027      1.95        0.828                164.0   (92s)
 31.5   -1.04e-06       589.22150    25.24131    112.93269    218.01457      1.86        0.828                164.0   (93s)
 31.8   -1.06e-06       588.87817    26.44220    113.02745    217.58092      1.79        0.828                164.0   (93s)
 32.0   -1.09e-06       588.60659    27.81694    112.66882    217.13680      1.74        0.828                164.0   (94s)
 32.3   -1.11e-06       588.11721    29.14775    111.26217    216.68462      1.60        0.828                164.0   (95s)
 32.5   -1.12e-06       587.51013    30.09749    109.95250    216.35698      1.44        0.828                160.0   (96s)
 32.8   -1.12e-06       587.03000    31.06572    109.57746    216.14669      1.28        0.828                160.0   (96s)
 33.0   -1.10e-06       586.47331    32.09442    109.94256    216.09999      1.16        0.828                160.0   (97s)
 33.3   -1.08e-06       585.57396    33.26906    110.55610    216.19620      1.05        0.828                160.0   (98s)
 33.5   -1.06e-06       584.78071    33.96569    110.69151    216.39742      0.91        0.828                160.0   (98s)
 33.8   -1.04e-06       583.71987    34.88375    110.90052    216.70938      0.71        0.828                160.0   (99s)
 34.0   -1.02e-06       582.62088    35.24369    110.81597    217.05627      0.43        0.828                156.0   (100s)
 34.3   -1.00e-06       581.64669    35.64833    111.33719    217.46501      0.29        0.828                156.0   (101s)
 34.5   -9.94e-07       580.97091    35.87512    112.21420    217.85103      0.29        0.828                164.0   (101s)
 34.8   -9.88e-07       580.22362    36.10851    112.78812    218.26265      0.43        0.828                160.0   (102s)
 35.0   -9.86e-07       579.43596    36.18221    112.78157    218.62572      0.64        0.828                160.0   (103s)
 35.3   -9.95e-07       578.62935    36.14977    112.37356    218.99508      0.93        0.828                160.0   (104s)
 35.5   -1.01e-06       577.97785    36.34522    112.36636    219.32456      1.08        0.828                160.0   (104s)
 35.8   -1.04e-06       577.43374    36.95446    112.87953    219.70185      1.22        0.828                160.0   (105s)
 36.0   -1.05e-06       576.41207    37.48890    113.03620    220.10201      1.32        0.828                156.0   (106s)
 36.3   -1.05e-06       575.30801    36.78001    112.41402    220.60575      1.42        0.828                152.0   (106s)
 36.5   -1.05e-06       574.66852    36.10579    111.69750    221.12219      1.51        0.828                152.0   (107s)
 36.8   -1.05e-06       574.09238    35.96949    111.40107    221.71496      1.60        0.828                152.0   (108s)
 37.0   -1.06e-06       573.67692    36.15236    111.89178    222.27892      1.69        0.828                152.0   (108s)
 37.3   -1.06e-06       573.35266    36.50753    113.06260    222.89865      1.80        0.828                152.0   (109s)
 37.5   -1.07e-06       573.19164    36.39104    113.30347    223.47448      0.07        0.859                160.0   (110s)
 37.8   -1.07e-06       572.81034    35.39256    111.77927    224.09763      0.07        0.859                152.0   (111s)
 38.0   -1.06e-06       572.26449    34.88881    110.62306    224.65798      0.09        0.859                152.0   (111s)
 38.3   -1.03e-06       572.00417    34.35870    110.20038    225.21167      0.11        0.859                152.0   (112s)
 38.5   -9.96e-07       572.18307    33.82325    110.64335    225.61766      0.14        0.859                152.0   (113s)
 38.8   -9.46e-07       572.96813    32.79114    110.91204    225.85651      2.02        0.828                152.0   (113s)
 39.0   -9.02e-07       574.48379    31.92347    111.27238    225.79698      2.06        0.828                152.0   (114s)
 39.3   -8.76e-07       575.25824    31.69827    111.41150    225.33560      2.07        0.828                152.0   (115s)
 39.5   -8.77e-07       576.79506    31.62743    112.03308    224.50061      2.07        0.828                152.0   (116s)
 39.8   -8.98e-07       578.54622    31.99769    112.53012    223.16356      2.07        0.828                152.0   (116s)
 40.0   -9.27e-07       580.74404    31.64587    112.87407    221.58117      2.08        0.828                156.0   (117s)
 40.3   -9.61e-07       583.48486    31.44332    113.40424    219.57080      2.10        0.828                156.0   (118s)
 40.5   -9.89e-07       586.09378    31.46905    113.45704    217.52118      2.07        0.828                160.0   (118s)
 40.8   -1.01e-06       588.79913    31.30192    112.69320    215.17025      2.02        0.828                160.0   (119s)
 41.0   -1.02e-06       591.48129    31.06943    111.51807    212.93441      1.97        0.828                152.0   (120s)
 41.3   -1.02e-06       594.33729    30.67361    110.70205    210.47977      1.92        0.828                152.0   (121s)
 41.5   -1.03e-06       597.32083    30.19022    109.91181    208.20108      1.91        0.828                156.0   (121s)
 41.8   -1.03e-06       600.48096    29.65425    108.78244    205.73286      1.81        0.828                156.0   (122s)
 42.0   -1.04e-06       603.10559    29.37477    108.14830    203.47327      1.64        0.828                156.0   (123s)
 42.3   -1.05e-06       605.65204    29.32336    108.46905    201.06619      1.49        0.828                156.0   (123s)
 42.5   -1.05e-06       607.70570    29.51057    108.97984    198.89039      1.36        0.828                156.0   (124s)
 42.8   -1.05e-06       610.39472    29.60836    109.77814    196.58362      1.22        0.828                164.0   (125s)
 43.0   -1.06e-06       611.92633    29.95250    108.94308    194.50446      0.91        0.828                156.0   (126s)
 43.3   -1.07e-06       613.66088    30.44479    109.03562    192.31924      0.11        0.828                156.0   (126s)
 43.5   -1.08e-06       615.15612    30.87660    109.30399    190.37788      2.91        0.797                152.0   (127s)
 43.8   -1.08e-06       616.69624    31.39013    109.67400    188.36305      2.80        0.797                152.0   (128s)
 44.0   -1.09e-06       618.05108    31.71370    109.67210    186.58234      2.71        0.797                156.0   (128s)
 44.3   -1.11e-06       619.86174    31.73271    108.51396    184.74696      2.63        0.797                156.0   (129s)
 44.5   -1.13e-06       621.40701    31.86368    107.99065    183.16453      2.57        0.797                156.0   (130s)
 44.8   -1.15e-06       622.98545    31.76204    107.68267    181.60393      2.41        0.797                156.0   (131s)
 45.0   -1.16e-06       624.54593    31.36609    107.69923    180.32494      2.26        0.797                160.0   (131s)
 45.3   -1.17e-06       626.33411    30.70591    108.09159    179.12813      2.09        0.797                160.0   (132s)
 45.5   -1.19e-06       628.14050    29.74566    108.31247    178.21248      1.91        0.797                164.0   (133s)
 45.8   -1.22e-06       629.84298    28.68575    108.13673    177.45224      1.58        0.797                164.0   (133s)
 46.0   -1.25e-06       631.15916    27.72441    107.89195    176.99820      1.20        0.797                164.0   (134s)
 46.3   -1.27e-06       632.42215    26.71229    108.55008    176.81587      0.36        0.797                164.0   (135s)
 46.5   -1.27e-06       633.32423    25.71724    109.49435    176.95571      3.30        0.766                160.0   (136s)
 46.8   -1.25e-06       634.08659    24.53405    109.89247    177.42919      3.16        0.766                160.0   (136s)
 47.0   -1.23e-06       634.68381    23.03263    109.30385    178.11732      3.04        0.766                164.0   (137s)
 47.3   -1.19e-06       634.88868    21.76083    108.73441    179.05993      2.88        0.766                164.0   (138s)
 47.5   -1.17e-06       634.55797    21.11018    108.75287    180.04449      2.72        0.766                164.0   (138s)
 47.8   -1.14e-06       633.85816    20.61915    108.77249    181.17534      2.36        0.766                164.0   (139s)
 48.0   -1.12e-06       633.17135    20.18063    109.30594    182.23821      2.00        0.766                164.0   (140s)
